section	category	display_name	relative_path	launcher	core
PLAY	PC ENGINE	MOMOTAROU KATSUGEKI (JAPAN)	ROMS/PCE/Momotarou Katsugeki (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	MORITA SHOUGI PC (JAPAN)	ROMS/PCE/Morita Shougi PC (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	MOTO ROADER (USA)	ROMS/PCE/Moto Roader (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	MOTO ROADER II (JAPAN)	ROMS/PCE/Moto Roader II (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	MR. HELI NO DAIBOUKEN (JAPAN)	ROMS/PCE/Mr. Heli no Daibouken (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NARAZUMONO SENTAI BUTAI - BLOODY WOLF (JAPAN)	ROMS/PCE/Narazumono Sentai Butai - Bloody Wolf (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NAXAT OPEN (JAPAN)	ROMS/PCE/Naxat Open (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NAXAT STADIUM (JAPAN)	ROMS/PCE/Naxat Stadium (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NAZO NO MASCARADE (JAPAN)	ROMS/PCE/Nazo no Mascarade (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NECROMANCER (JAPAN)	ROMS/PCE/Necromancer (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NECROS NO YOUSAI (JAPAN)	ROMS/PCE/Necros no Yousai (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NECTARIS (JAPAN)	ROMS/PCE/Nectaris (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NEUTOPIA (USA)	ROMS/PCE/Neutopia (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NEUTOPIA II (USA)	ROMS/PCE/Neutopia II (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NEW ADVENTURE ISLAND (USA)	ROMS/PCE/New Adventure Island (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NEW ZEALAND STORY, THE (JAPAN)	ROMS/PCE/New Zealand Story, The (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NHK TAIGA DRAMA - TAIHEIKI (JAPAN)	ROMS/PCE/NHK Taiga Drama - Taiheiki (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NIGHT CREATURES (USA)	ROMS/PCE/Night Creatures (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NIKO NIKO PUN (JAPAN)	ROMS/PCE/Niko Niko Pun (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NINJA RYUUKEN DEN (JAPAN)	ROMS/PCE/Ninja Ryuuken Den (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NINJA SPIRIT (USA)	ROMS/PCE/Ninja Spirit (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	NINJA WARRIORS, THE (JAPAN)	ROMS/PCE/Ninja Warriors, The (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	OBOCCHAMA KUN (JAPAN)	ROMS/PCE/Obocchama Kun (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	OPERATION WOLF (JAPAN)	ROMS/PCE/Operation Wolf (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	ORDER OF THE GRIFFON (USA)	ROMS/PCE/Order of the Griffon (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	ORDYNE (USA)	ROMS/PCE/Ordyne (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	OUT LIVE (JAPAN)	ROMS/PCE/Out Live (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	OUT RUN (JAPAN)	ROMS/PCE/Out Run (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	OVERRIDE (JAPAN)	ROMS/PCE/Override (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PAC-LAND (USA)	ROMS/PCE/Pac-Land (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PACHIO KUN - JUUBAN SHOUBU (JAPAN)	ROMS/PCE/Pachio Kun - Juuban Shoubu (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PANZA KICK BOXING (USA)	ROMS/PCE/Panza Kick Boxing (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PARANOIA (JAPAN)	ROMS/PCE/Paranoia (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PARASOL STARS - THE STORY OF BUBBLE BOBBLE III (USA)	ROMS/PCE/Parasol Stars - The Story of Bubble Bobble III (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PARODIUS DA! - SHINWA KARA OWARAI HE (JAPAN)	ROMS/PCE/Parodius da! - Shinwa Kara Owarai he (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PC DENJIN - PUNKIC CYBORGS (JAPAN)	ROMS/PCE/PC Denjin - Punkic Cyborgs (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PC GENJIN - PITHECANTHROPUS COMPUTERURUS (JAPAN)	ROMS/PCE/PC Genjin - Pithecanthropus Computerurus (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PC GENJIN 2 - PITHECANTHROPUS COMPUTERURUS (JAPAN)	ROMS/PCE/PC Genjin 2 - Pithecanthropus Computerurus (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PC GENJIN 3 - PITHECANTHROPUS COMPUTERURUS (JAPAN)	ROMS/PCE/PC Genjin 3 - Pithecanthropus Computerurus (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PC PACHI-SLOT (JAPAN)	ROMS/PCE/PC Pachi-Slot (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POPULOUS (JAPAN)	ROMS/PCE/Populous (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER DRIFT (JAPAN)	ROMS/PCE/Power Drift (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER ELEVEN (JAPAN)	ROMS/PCE/Power Eleven (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER GATE (JAPAN)	ROMS/PCE/Power Gate (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER GOLF (USA)	ROMS/PCE/Power Golf (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER LEAGUE '93 (JAPAN)	ROMS/PCE/Power League '93 (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER LEAGUE (JAPAN)	ROMS/PCE/Power League (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER LEAGUE II (JAPAN)	ROMS/PCE/Power League II (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER LEAGUE III (JAPAN)	ROMS/PCE/Power League III (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER LEAGUE IV (JAPAN)	ROMS/PCE/Power League IV (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER LEAGUE V (JAPAN)	ROMS/PCE/Power League V (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER SPORTS (JAPAN)	ROMS/PCE/Power Sports (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	POWER TENNIS (JAPAN)	ROMS/PCE/Power Tennis (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PRO TENNIS WORLD COURT (JAPAN)	ROMS/PCE/Pro Tennis World Court (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PRO YAKYUU WORLD STADIUM '91 (JAPAN)	ROMS/PCE/Pro Yakyuu World Stadium '91 (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PRO YAKYUU WORLD STADIUM (JAPAN)	ROMS/PCE/Pro Yakyuu World Stadium (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PSYCHO CHASER (JAPAN)	ROMS/PCE/Psycho Chaser (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PSYCHOSIS (USA)	ROMS/PCE/Psychosis (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PUZZLE BOY (JAPAN)	ROMS/PCE/Puzzle Boy (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	PUZZNIC (JAPAN)	ROMS/PCE/Puzznic (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	QUIZ TOUKOU SHASHIN (JAPAN)	ROMS/PCE/Quiz Toukou Shashin (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	R-TYPE (USA)	ROMS/PCE/R-Type (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	R-TYPE PART-1 (JAPAN)	ROMS/PCE/R-Type Part-1 (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	R-TYPE PART-2 (JAPAN)	ROMS/PCE/R-Type Part-2 (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	RABIO LEPUS SPECIAL (JAPAN)	ROMS/PCE/Rabio Lepus Special (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	RACING DAMASHII (JAPAN)	ROMS/PCE/Racing Damashii (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	RAIDEN (USA)	ROMS/PCE/Raiden (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	RASTAN SAGA II (JAPAN)	ROMS/PCE/Rastan Saga II (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	ROCK-ON (JAPAN)	ROMS/PCE/Rock-On (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SADAKICHI 7 SERIES - HIDEYOSHI NO OUGON (JAPAN)	ROMS/PCE/Sadakichi 7 Series - Hideyoshi no Ougon (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SAIGO NO NINDOU - NINJA SPIRIT (JAPAN)	ROMS/PCE/Saigo no Nindou - Ninja Spirit (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SALAMANDER (JAPAN)	ROMS/PCE/Salamander (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SAMURAI-GHOST (USA)	ROMS/PCE/Samurai-Ghost (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SEKIGAHARA (JAPAN)	ROMS/PCE/Sekigahara (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SHANGHAI (JAPAN)	ROMS/PCE/Shanghai (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SHIRYOU SENSEN (JAPAN)	ROMS/PCE/Shiryou Sensen (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SHOCKMAN (USA)	ROMS/PCE/Shockman (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SHOUGI SHODAN ICCHOKUSEN (JAPAN)	ROMS/PCE/Shougi Shodan Icchokusen (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SHOUGI SHOSHINSHA MUYOU (JAPAN)	ROMS/PCE/Shougi Shoshinsha Muyou (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SIDEARMS - HYPER DYNE (USA)	ROMS/PCE/SideArms - Hyper Dyne (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SILENT DEBUGGERS (JAPAN)	ROMS/PCE/Silent Debuggers (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SILENT DEBUGGERS (USA)	ROMS/PCE/Silent Debuggers (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SINDIBAD CHITEI NO DAI MAKYUU (JAPAN)	ROMS/PCE/Sindibad Chitei no Dai Makyuu (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SINISTRON (USA)	ROMS/PCE/Sinistron (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SKWEEK (JAPAN)	ROMS/PCE/Skweek (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SOLDIER BLADE (USA)	ROMS/PCE/Soldier Blade (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SOMER ASSAULT (USA)	ROMS/PCE/Somer Assault (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SON SON II (JAPAN)	ROMS/PCE/Son Son II (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SOUKOBAN WORLD (JAPAN)	ROMS/PCE/Soukoban World (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SPACE HARRIER (USA)	ROMS/PCE/Space Harrier (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SPACE INVADERS - FUKKATSU NO HI (JAPAN)	ROMS/PCE/Space Invaders - Fukkatsu no Hi (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SPECIAL CRIMINAL INVESTIGATION (JAPAN)	ROMS/PCE/Special Criminal Investigation (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SPIN PAIR (JAPAN)	ROMS/PCE/Spin Pair (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SPIRAL WAVE (JAPAN)	ROMS/PCE/Spiral Wave (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SPLATTERHOUSE (USA)	ROMS/PCE/Splatterhouse (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	STRATEGO (JAPAN)	ROMS/PCE/Stratego (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	STREET FIGHTER II' - CHAMPION EDITION (JAPAN)	ROMS/PCE/Street Fighter II' - Champion Edition (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SUPER METAL CRUSHER (JAPAN)	ROMS/PCE/Super Metal Crusher (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SUPER MOMOTAROU DENTETSU (JAPAN)	ROMS/PCE/Super Momotarou Dentetsu (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SUPER MOMOTAROU DENTETSU II (JAPAN)	ROMS/PCE/Super Momotarou Dentetsu II (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SUPER STAR SOLDIER (USA)	ROMS/PCE/Super Star Soldier (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	SUPER VOLLEYBALL (USA)	ROMS/PCE/Super Volleyball (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TAITO CHASE H.Q. (JAPAN)	ROMS/PCE/Taito Chase H.Q. (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TAITO CHASE H.Q. (USA)	ROMS/PCE/Taito Chase H.Q. (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TAKAHASHI MEIJIN NO SHIN BOUKENJIMA (JAPAN)	ROMS/PCE/Takahashi Meijin no Shin Boukenjima (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TAKEDA SHINGEN (JAPAN)	ROMS/PCE/Takeda Shingen (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TAKIN' IT TO THE HOOP (USA)	ROMS/PCE/Takin' It to the Hoop (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TALESPIN (USA)	ROMS/PCE/TaleSpin (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TATSUNOKO FIGHTER (JAPAN)	ROMS/PCE/Tatsunoko Fighter (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TENSEIRYUU - SAINT DRAGON (JAPAN)	ROMS/PCE/Tenseiryuu - Saint Dragon (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TERRA CRESTA II - MANDORAA NO GYAKUSHUU (JAPAN)	ROMS/PCE/Terra Cresta II - Mandoraa no Gyakushuu (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	THUNDER BLADE (JAPAN)	ROMS/PCE/Thunder Blade (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TIGER ROAD (USA)	ROMS/PCE/Tiger Road (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TIME CRUISE (USA)	ROMS/PCE/Time Cruise (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TIME CRUISE II (JAPAN)	ROMS/PCE/Time Cruise II (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TIMEBALL (USA)	ROMS/PCE/Timeball (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TITAN (JAPAN)	ROMS/PCE/Titan (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TOILET KIDS (JAPAN)	ROMS/PCE/Toilet Kids (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TORA HENO MICHI (JAPAN)	ROMS/PCE/Tora heno Michi (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TOSHI TENSOU KEIKAKU - ETERNAL CITY (JAPAN)	ROMS/PCE/Toshi Tensou Keikaku - Eternal City (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TOWER OF DRUAGA, THE (JAPAN)	ROMS/PCE/Tower of Druaga, The (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TOY SHOP BOYS (JAPAN)	ROMS/PCE/Toy Shop Boys (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TRICKY (JAPAN)	ROMS/PCE/Tricky (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TRICKY KICK (USA)	ROMS/PCE/Tricky Kick (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TSUPPARI OOZUMOU - HEISEI BAN (JAPAN)	ROMS/PCE/Tsuppari Oozumou - Heisei Ban (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TSURU TERUHITO NO JISSEN KABUSHIKI BAI BAI GAME (JAPAN)	ROMS/PCE/Tsuru Teruhito no Jissen Kabushiki Bai Bai Game (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TURRICAN (USA)	ROMS/PCE/Turrican (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TV SPORTS BASKETBALL (USA)	ROMS/PCE/TV Sports Basketball (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TV SPORTS FOOTBALL (USA)	ROMS/PCE/TV Sports Football (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	TV SPORTS HOCKEY (USA)	ROMS/PCE/TV Sports Hockey (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	USA PRO BASKETBALL (JAPAN)	ROMS/PCE/USA Pro Basketball (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	VEIGUES - TACTICAL GLADIATOR (USA)	ROMS/PCE/Veigues - Tactical Gladiator (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	VICTORY RUN (USA)	ROMS/PCE/Victory Run (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	VIGILANTE (USA)	ROMS/PCE/Vigilante (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	VIOLENT SOLDIER (JAPAN)	ROMS/PCE/Violent Soldier (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	VOLFIED (JAPAN)	ROMS/PCE/Volfied (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	W-RING - THE DOUBLE RINGS (JAPAN)	ROMS/PCE/W-Ring - The Double Rings (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WALLABY!! - USAGI NO KUNI NO KANGAROO RACE (JAPAN)	ROMS/PCE/Wallaby!! - Usagi no Kuni no Kangaroo Race (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WINNING SHOT (JAPAN)	ROMS/PCE/Winning Shot (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WONDER MOMO (JAPAN)	ROMS/PCE/Wonder Momo (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WORLD BEACH VOLLEY (JAPAN)	ROMS/PCE/World Beach Volley (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WORLD CIRCUIT (JAPAN)	ROMS/PCE/World Circuit (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WORLD CLASS BASEBALL (USA)	ROMS/PCE/World Class Baseball (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WORLD COURT TENNIS (USA)	ROMS/PCE/World Court Tennis (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WORLD JOCKEY (JAPAN)	ROMS/PCE/World Jockey (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	WORLD SPORTS COMPETITION (USA)	ROMS/PCE/World Sports Competition (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	YO, BRO (USA)	ROMS/PCE/Yo, Bro (USA).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	YOUKAI DOUCHUUKI (JAPAN)	ROMS/PCE/Youkai Douchuuki (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	YUU YUU JINSEI - VICTORY LIFE (JAPAN)	ROMS/PCE/Yuu Yuu Jinsei - Victory Life (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	ZERO 4 CHAMP (JAPAN)	ROMS/PCE/Zero 4 Champ (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	PC ENGINE	ZIPANG (JAPAN)	ROMS/PCE/Zipang (Japan).zip	RETROARCH	mednafen_pce_fast_libretro.so
PLAY	SEGA PICO	BREAKOUT_HERO	ROMS/PICO/Breakout_Hero.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	CAVE_RUNNERS	ROMS/PICO/Cave_Runners.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	CELESTE	ROMS/PICO/Celeste.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	CHERRY_BOMB	ROMS/PICO/Cherry_Bomb.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	CHRYSOPOEIA	ROMS/PICO/chrysopoeia.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	CRATER	ROMS/PICO/CRATER.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	DANCEJAB	ROMS/PICO/DanceJab.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	DEFACTO	ROMS/PICO/DeFacto.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	DEMON_CASTLE	ROMS/PICO/Demon_Castle.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	DESERT_DRIFT	ROMS/PICO/Desert_Drift.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	HI_ROBOT_PROGRAMMING_PUZZLE_GAME	ROMS/PICO/HI_Robot_programming_puzzle_game.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	KATAMARI_CHRISTMASSY	ROMS/PICO/Katamari_Christmassy.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	KELIN'S_DELIVERY_RAIN	ROMS/PICO/Kelin's_Delivery_Rain.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	MAPUZZLE	ROMS/PICO/mapuzzle.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	MELLOW	ROMS/PICO/Mellow.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	NETTY	ROMS/PICO/NETTY.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	OMEGA_ENFORCER_X	ROMS/PICO/Omega_Enforcer_X.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	PERISHER_A_CELESTE_MOD	ROMS/PICO/PERISHER_a_CELESTE_mod.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	PICO-SPRINT	ROMS/PICO/Pico-Sprint.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	PICOBREED	ROMS/PICO/PicoBreed.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	PICO_DE_PON	ROMS/PICO/Pico_de_Pon.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	PICO_RACER	ROMS/PICO/Pico_Racer.zip	RETROARCH	picodrive_libretro.so
PLAY	SEGA PICO	PLATFORMER_STARTER_KIT	ROMS/PICO/Platformer_Starter_Kit.zip	RETROARCH	picodrive_libretro.so
